,std_resid,resid_sign
533,1.191207139,1
534,1.520983319,1
535,1.154169122,1
536,1.134275484,1
537,0.809060698,1
538,1.249116315,1
539,1.444156704,1
540,1.462897608,1
541,1.988632134,1
542,1.787820748,1
543,1.709652882,1
544,1.894829111,1
545,1.586488872,1
546,1.371913962,1
547,1.491914699,1
548,1.490135644,1
549,1.393621046,1
550,1.305426334,1
551,1.594970126,1
552,1.59319107,1
553,1.038379951,1
554,-0.684830928,-1
555,-1.011356524,-1
556,-0.183408579,-1
557,0.365202313,1
558,0.701520643,1
559,1.078683769,1
560,-0.121287897,-1
561,-1.894974271,-1
562,-1.90539595,-1
563,-1.287906624,-1
564,-0.697874893,-1
565,0.086713109,1
566,0.142670593,1
567,-0.216487064,-1
568,-0.271365877,-1
569,0.06360526,1
570,0.393634736,1
571,0.49690708,1
572,0.539550111,1
573,0.516837752,1
574,0.488339179,1
575,0.483201086,1
576,0.324818441,1
577,0.17276102,1
578,0.383204422,1
579,0.570934154,1
580,0.279235652,1
581,0.118157971,1
582,-0.140602262,-1
583,-0.093629981,-1
584,-0.570704441,-1
585,-0.692142967,-1
586,-0.122076304,-1
587,-0.045004967,-1
588,0.271708728,1
589,0.414980006,1
590,0.561413894,1
591,0.661108962,1
592,0.618610768,1
593,0.935971272,1
594,0.378267369,1
595,0.40019006,1
596,0.21727766,1
597,0.231168157,1
598,0.045093141,1
599,0.342327863,1
600,0.520622005,1
601,0.729386416,1
602,0.805123444,1
603,0.551731927,1
604,0.695004623,1
605,0.163406186,1
606,-0.109833404,-1
607,-0.193881749,-1
608,0.144080679,1
609,-0.043617058,-1
610,0.373216455,1
611,0.563718415,1
612,0.331925456,1
613,0.382058935,1
614,0.762090563,1
615,0.613016695,1
616,0.742946493,1
617,0.610935029,1
618,0.340434054,1
619,0.546385019,1
620,0.725468761,1
621,0.835046468,1
622,0.572866768,1
623,0.517353093,1
624,0.504047539,1
625,0.652103427,1
626,0.514255036,1
627,0.77907337,1
628,0.308723939,1
629,0.052866636,1
630,0.764501202,1
631,0.841566146,1
632,1.286476251,1
633,1.044364517,1
634,1.121493706,1
635,0.756965137,1
636,0.544626428,1
637,0.71890843,1
638,0.931714302,1
639,0.770792391,1
640,0.869465846,1
641,0.963648847,1
642,1.062689235,1
643,1.280856508,1
644,0.649393793,1
645,0.841581998,1
646,1.036574412,1
647,0.794362679,1
648,0.945388373,1
649,1.173140586,1
650,0.720844405,1
651,0.933119113,1
652,0.665276674,1
653,0.546626647,1
654,0.703030948,1
655,0.700419463,1
656,1.029346679,1
657,0.617837473,1
658,1.052979858,1
659,0.998795688,1
660,0.988202719,1
661,0.872769542,1
662,0.853746719,1
663,0.744737272,1
664,0.983275192,1
665,0.054344295,1
666,-0.360023425,-1
667,-0.002816933,-1
668,0.28021028,1
669,0.597683523,1
670,0.591251188,1
671,0.429441139,1
672,0.441666053,1
673,0.207564299,1
674,0.557229077,1
675,0.547965375,1
676,0.783497737,1
677,0.567375022,1
678,0.178015455,1
679,0.200513457,1
680,0.622195759,1
681,0.252657105,1
682,0.403143032,1
683,-0.134400918,-1
684,0.029573598,1
685,0.072112416,1
686,-0.428411121,-1
687,-0.145456751,-1
688,-1.710871994,-1
689,-2.312195,-1
690,-2.0523698,-1
691,-1.558103064,-1
692,-1.194325792,-1
693,-0.794847415,-1
694,-0.984202894,-1
695,-0.842248169,-1
696,-0.786577741,-1
697,-0.739676957,-1
698,-0.846596133,-1
699,-0.726175721,-1
700,-0.990204549,-1
701,-1.846265532,-1
702,-3.267657033,-1
703,-3.425563432,-1
704,-2.866712302,-1
705,-1.956959871,-1
706,-1.493840879,-1
707,-1.550306702,-1
708,-1.426533705,-1
709,-1.308854618,-1
710,-1.417772672,-1
711,-1.022629113,-1
712,-0.709957604,-1
713,-0.68876037,-1
714,-1.396217101,-1
715,-1.977911918,-1
716,-1.550448343,-1
717,-0.949393617,-1
718,-0.901487497,-1
719,-0.907270125,-1
720,-0.546618308,-1
721,-0.654648215,-1
722,-1.051395212,-1
723,-1.397577565,-1
724,-1.726917406,-1
725,-1.720182382,-1
726,-1.354855959,-1
727,-1.207359742,-1
728,-1.162028005,-1
729,-0.740969614,-1
730,-0.777917191,-1
731,-0.874794465,-1
732,-1.010305558,-1
733,-0.725025189,-1
734,-0.865135335,-1
735,-0.847396073,-1
736,-0.660110962,-1
737,-1.028908514,-1
738,-0.895880409,-1
739,-0.663564893,-1
740,-0.975915167,-1
741,-0.843716361,-1
742,-2.275536601,-1
743,-3.065896557,-1
744,-2.478513205,-1
745,-1.931641303,-1
746,-1.686837988,-1
747,-1.226387479,-1
748,-0.858012505,-1
749,-0.957713898,-1
750,-0.906710829,-1
751,-1.099981252,-1
752,-0.815553287,-1
753,-0.529329133,-1
754,-0.902270113,-1
755,-0.707059163,-1
756,-0.58574336,-1
757,-0.347949237,-1
758,-0.208672944,-1
759,-0.321780128,-1
760,0.157300488,1
761,0.123138577,1
762,-0.107023783,-1
763,-0.318684525,-1
764,0.016299497,1
765,-0.023956317,-1
766,-0.072367804,-1
767,-0.449972087,-1
768,-1.013606417,-1
769,-1.318387826,-1
770,-1.164733449,-1
771,-0.357742271,-1
772,-0.074569366,-1
773,-0.016628589,-1
774,0.034622869,1
775,-1.052262831,-1
776,-1.138044474,-1
777,-0.847843819,-1
778,-0.495164888,-1
779,-0.574869819,-1
780,-0.550485587,-1
781,-0.328011981,-1
782,-0.953390743,-1
783,-1.091633211,-1
784,-0.647602646,-1
785,-0.676541588,-1
786,-0.619434658,-1
787,-0.254320869,-1
788,-0.362790547,-1
789,-0.310136984,-1
790,-0.688455219,-1
791,-0.683726321,-1
792,-0.622595856,-1
793,-0.519871705,-1
794,-0.520137287,-1
795,-0.737744901,-1
796,-1.529185735,-1
797,-2.173413135,-1
798,-1.786031183,-1
799,-1.315389027,-1
800,-1.246588348,-1
801,-0.92395638,-1
802,-0.873308934,-1
803,-0.715722417,-1
804,-0.756976315,-1
805,-0.860872737,-1
806,-0.749094822,-1
807,-0.718799463,-1
808,-0.667042643,-1
809,-0.380854231,-1
810,-0.66177263,-1
811,-0.645268544,-1
812,-0.202043324,-1
813,-0.625666145,-1
814,-0.491547212,-1
815,-0.581551028,-1
816,-0.770493886,-1
817,-0.479191111,-1
818,-0.726267478,-1
819,-0.75048612,-1
820,-0.725559422,-1
821,-0.064533854,-1
822,-0.555499599,-1
823,-0.379741292,-1
824,-0.279720025,-1
825,-0.904801993,-1
826,-0.355086074,-1
827,-0.591345541,-1
828,-0.46286219,-1
829,-1.052170218,-1
830,-1.086499065,-1
831,-1.079316174,-1
832,-1.250403927,-1
833,-0.64688477,-1
834,-0.432586739,-1
835,-0.425860321,-1
836,-0.51208628,-1
837,-0.38238816,-1
838,-0.273822541,-1
839,-0.620289025,-1
840,-1.163664498,-1
841,-0.801160842,-1
842,-0.479682602,-1
843,-0.208691621,-1
844,-0.240177798,-1
845,-0.434023744,-1
846,-0.729887124,-1
847,-0.28728582,-1
848,-0.69748025,-1
849,-1.094011058,-1
850,-0.85827281,-1
851,-0.901735522,-1
852,-1.252870707,-1
853,-1.055021124,-1
854,-0.949495459,-1
855,-0.488917807,-1
856,-0.28094218,-1
857,-0.398337127,-1
858,-0.347495597,-1
859,-0.461021296,-1
860,-0.297816388,-1
861,-0.278069656,-1
862,-0.531752552,-1
863,-0.329449603,-1
864,-0.356291026,-1
865,-0.225307499,-1
866,-0.474825215,-1
867,-0.188087095,-1
868,-0.63279046,-1
869,-0.643176689,-1
870,-1.016487793,-1
871,-1.157203303,-1
872,-0.637024428,-1
873,-0.612981326,-1
874,-0.452934414,-1
875,-0.616249267,-1
876,-0.27777693,-1
877,-0.436177392,-1
878,-0.479618849,-1
879,-0.466030774,-1
880,-0.616131228,-1
881,-0.56198821,-1
882,-0.490162067,-1
883,0.070185765,1
884,-1.331561702,-1
885,-1.03695474,-1
886,-0.728716696,-1
887,-0.786255287,-1
888,-1.126219789,-1
889,-0.422805142,-1
890,-0.904141613,-1
891,-1.188692178,-1
892,-0.844658441,-1
893,-0.486528055,-1
894,-0.348436689,-1
895,-0.569812207,-1
896,-0.047381534,-1
897,-0.216406172,-1
898,-0.090235686,-1
899,0.000994695,1
900,0.170693496,1
901,0.235159353,1
902,-0.090721155,-1
903,0.158845455,1
904,0.254443707,1
905,0.20126622,1
906,0.504268647,1
907,0.453938378,1
908,0.971340178,1
909,0.717681728,1
910,-1.493548512,-1
911,-2.610838158,-1
912,-1.707326671,-1
913,-1.590068811,-1
914,-0.670300268,-1
915,-0.758756286,-1
916,-2.655536034,-1
917,-4.255056184,-1
918,-3.51374023,-1
919,-2.636491955,-1
920,-1.815956542,-1
921,-1.15696694,-1
922,-1.291360055,-1
923,-1.218572929,-1
924,-1.326858473,-1
925,-1.00913684,-1
926,-1.210513198,-1
927,-0.692950355,-1
928,-0.390410797,-1
929,-0.501168027,-1
930,-0.77322404,-1
931,-0.93828533,-1
932,-2.458535778,-1
933,-2.514132004,-1
934,-1.834496241,-1
935,-1.297607885,-1
936,-2.012067068,-1
937,-2.344146021,-1
938,-2.172381405,-1
939,-1.43941656,-1
940,-1.161513675,-1
941,-1.138240176,-1
942,-0.750760925,-1
943,-0.754510285,-1
944,-1.097312909,-1
945,-0.785466643,-1
946,-0.76058565,-1
947,-0.841407201,-1
948,-0.879314415,-1
949,-0.524918033,-1
950,-0.697606543,-1
951,-0.555355883,-1
952,-0.342815593,-1
953,-0.455345908,-1
954,-0.399478206,-1
955,-0.585483804,-1
956,-0.159323693,-1
957,-0.032765025,-1
958,-0.105850776,-1
959,-0.418361237,-1
960,-0.306009659,-1
961,-0.660483425,-1
962,-0.610672525,-1
963,-0.456187008,-1
964,-0.106450732,-1
965,0.202718441,1
966,0.112656282,1
967,0.273512595,1
968,0.012046847,1
969,0.139717592,1
970,0.442341298,1
971,0.032459494,1
972,-0.02891076,-1
973,0.026325785,1
974,0.339807187,1
975,0.101476503,1
976,0.266068169,1
977,0.239025405,1
978,0.271858042,1
979,0.348087795,1
980,0.367249063,1
981,0.126340795,1
982,-0.031150278,-1
983,0.151661576,1
984,-0.846906553,-1
985,-2.058048014,-1
986,-1.297397948,-1
987,-0.690147982,-1
988,-0.063102883,-1
989,0.047876934,1
990,0.509722303,1
991,0.644932066,1
992,0.323496331,1
993,-0.254217941,-1
994,0.003701132,1
995,0.152270987,1
996,0.082837797,1
997,0.363819087,1
998,0.576538113,1
999,0.379338236,1
1000,0.86395309,1
1001,0.673248451,1
1002,0.850231972,1
1003,0.3386101,1
1004,-1.10398318,-1
1005,-0.527608626,-1
1006,0.319488635,1
1007,0.244413957,1
1008,0.409420954,1
1009,0.437453207,1
1010,0.50855273,1
1011,0.945085928,1
1012,1.091675454,1
1013,0.137499324,1
1014,0.315063766,1
1015,-0.135837553,-1
1016,-0.280688386,-1
1017,-0.03347812,-1
1018,0.11693766,1
1019,0.195688848,1
1020,0.808444569,1
1021,0.764667877,1
1022,0.928401257,1
1023,0.960288756,1
1024,0.981007774,1
1025,0.783917841,1
1026,0.689910388,1
1027,0.644854184,1
1028,0.585862378,1
1029,0.755451229,1
1030,0.839855198,1
1031,0.862710182,1
1032,1.292491158,1
1033,1.387470905,1
1034,1.580932721,1
1035,1.429718344,1
1036,1.088021911,1
1037,0.929298367,1
1038,1.022052106,1
1039,0.900525007,1
1040,1.245506593,1
1041,1.027616198,1
1042,0.964386857,1
1043,1.086920633,1
1044,1.585399597,1
1045,1.433312915,1
1046,1.235136211,1
1047,1.511896671,1
1048,1.194037459,1
1049,0.995860747,1
1050,1.344917461,1
1051,1.280154823,1
1052,1.393917606,1
1053,1.549669502,1
1054,1.853605767,1
1055,1.704220617,1
1056,1.567028682,1
1057,1.064572738,1
1058,0.956833712,1
1059,0.971163392,1
1060,1.555134457,1
1061,1.695245955,1
1062,1.68406936,1
1063,2.047163027,1
1064,1.785760176,1
1065,1.22079388,1
1066,0.72755373,1
1067,0.89888852,1
1068,1.058401073,1
1069,1.014087316,1
1070,0.57604932,1
1071,1.126493689,1
1072,1.485747956,1
1073,1.496168082,1
1074,1.785752069,1
1075,1.854561347,1
1076,1.714282913,1
1077,1.708675826,1
1078,1.886327113,1
1079,1.74669604,1
1080,1.572361959,1
1081,1.703879353,1
1082,2.069575901,1
1083,2.04939124,1
1084,0.918665962,1
1085,1.504186171,1
1086,1.988616891,1
1087,2.566729283,1
1088,2.569180582,1
1089,2.511032078,1
1090,2.301963769,1
1091,2.745554566,1
1092,2.029709616,1
1093,1.004163588,1
1094,1.274950532,1
1095,1.816583499,1
1096,2.34586183,1
1097,3.093933324,1
1098,3.032374375,1
1099,3.467070477,1
1100,3.763136696,1
1101,3.937376379,1
